MM #,m_rad [arcsec],m_azi [arcsec],sigma_rad [arcsec],sigma_azi [arcsec],distribution,alpha_rad,alpha_azi,Unnamed: 8.1,Unnamed: 9.1,Standard MM_PSF distributions,sigma_rad_,sigma_azi_,alpha_rad_,alpha_azi_,Unnamed: 15.1,Unnamed: 16.1,Unnamed: 8,Unnamed: 9,Unnamed: 15,Unnamed: 16,m_rad,m_azi,sigma_rad,sigma_azi,weight,theta_degrees,theta_position,mux,muy,sigmax,sigmay
518,0,0,2.925454400437308,1.954009071650501,gaussian,0.8702476333863008,0.3206282637205588,,,,,,,,,,,,,,-1.607587369727836e-06,-4.597707745880675e-05,5e-08,5e-08,0.0023533133866666667,-36.80508808690996,-36.80508808690996,1.3279001274464915e-05,4.8776323000318415e-05,5e-08,5e-08
519,0,0,3.917575143254624,4.794750716526171,gaussian,0.7071568922500278,0.2985388950721127,,,,,,,,,,,,,,-5.126718943054372e-06,4.677098573381124e-06,5e-08,5e-08,0.0023533133866666667,-48.40254404345495,-48.40254404345495,4.046699141904243e-05,-4.2469473807610526e-05,5e-08,5e-08
520,0,0,2.612440641325222,5.473430629267337,gaussian,0.8174304947700305,0.3231806235848463,,,,,,,,,,,,,,-1.3879452699129028e-06,2.543190189570377e-05,5e-08,5e-08,0.0023533133866666667,-59.99999999999997,-59.99999999999997,-9.399235197550542e-06,-1.4576833067425233e-05,5e-08,5e-08
521,0,0,3.332955547749148,4.182487330490802,gaussian,0.6205488668339403,0.3238666540522234,,,,,,,,,,,,,,1.0817694333577658e-05,3.290507524578515e-05,5e-08,5e-08,0.0023533133866666667,-71.59745595654499,-71.59745595654499,-1.385473913859525e-05,-4.0543006712388845e-05,5e-08,5e-08
522,0,0,1.973382680666347,2.752612660474175,gaussian,0.8214455144895456,0.3226312387681538,,,,,,,,,,,,,,-5.177251141664951e-06,1.9263938219654923e-05,5e-08,5e-08,0.0023533133866666667,-83.19491191308998,-83.19491191308998,-2.06870977831009e-05,2.0834813608716915e-05,5e-08,5e-08
523,0,0,4.489228745345629,2.513626837991878,gaussian,0.8277811639877141,0.339198660482293,,,,,,,,,,,,,,-5.978925674916021e-06,-3.139126787672982e-05,5e-08,5e-08,0.0021710265733333334,-35.7410723019604,-35.7410723019604,3.97042409027189e-05,7.436623954122822e-06,5e-08,5e-08
524,0,0,1.099060075459944,3.201677669603493,gaussian,0.7431455579235883,0.286740946628276,,,,,,,,,,,,,,2.5425418477617758e-06,-6.092524142447919e-05,5e-08,5e-08,0.0021710265733333334,-45.444643381176206,-45.444643381176206,2.521345621073754e-05,7.039468321842233e-05,5e-08,5e-08
525,0,0,2.612193098720565,2.871368659386794,gaussian,0.7484162236102392,0.2779619648062941,,,,,,,,,,,,,,-8.87250228196045e-06,-7.898285573991734e-06,5e-08,5e-08,0.0021710265733333334,-55.1482144603921,-55.1482144603921,2.74566201453586e-05,-3.759681975597456e-06,5e-08,5e-08
526,0,0,2.881637038488791,2.218781410565323,gaussian,0.8004844581375871,0.2885644601945157,,,,,,,,,,,,,,4.679951789784282e-06,3.5705998831064155e-05,5e-08,5e-08,0.0021710265733333334,-64.85178553960785,-64.85178553960785,-1.5037328247568334e-05,-2.1982151330184126e-05,5e-08,5e-08
527,0,0,4.445576421776578,0.74087341256215,gaussian,0.6447703849309275,0.305618342188088,,,,,,,,,,,,,,1.452628891304909e-06,9.397091091433352e-05,5e-08,5e-08,0.0021710265733333334,-74.55535661882371,-74.55535661882371,-8.284649829285252e-05,-2.8798520625450992e-05,5e-08,5e-08
528,0,0,4.21975132025111,2.609107328550988,gaussian,0.9064586957731883,0.2696807161384582,,,,,,,,,,,,,,-9.492541974208329e-06,3.746918839890833e-05,5e-08,5e-08,0.0021710265733333334,-84.25892769803954,-84.25892769803954,-3.9798774590798296e-05,1.6098760896286446e-06,5e-08,5e-08
529,0,0,4.528395122772392,7.122449689724006,gaussian,0.7230525360496068,0.2806231439165651,,,,,,,,,,,,,,-3.028840194758608e-06,-2.725521626161975e-05,5e-08,5e-08,0.0020396265066666666,-34.968533463480426,-34.968533463480426,3.0409429160597298e-05,8.011293654658368e-06,5e-08,5e-08
530,0,0,1.441718842211769,1.523405057069393,gaussian,0.7430069037505032,0.2920338126226347,,,,,,,,,,,,,,4.369223911223384e-06,-0.00010073908756254013,5e-08,5e-08,0.0020396265066666666,-43.312355642320256,-43.312355642320256,0.00011519369478981014,3.774923318554821e-05,5e-08,5e-08
531,0,0,0.4239502790056724,6.997999920906703,gaussian,0.7271905942359453,0.2922074912127,,,,,,,,,,,,,,1.0661699141353571e-06,8.816798424130549e-07,5e-08,5e-08,0.0020396265066666666,-51.6561778211601,-51.6561778211601,1.6651334550251753e-05,2.581763306967776e-07,5e-08,5e-08
532,0,0,4.894822217017185,0.8074555727203132,gaussian,0.5961210826323473,0.2868771678999868,,,,,,,,,,,,,,-3.1753859969201367e-06,1.8942500720189987e-05,5e-08,5e-08,0.0020396265066666666,-59.999999999999915,-59.999999999999915,-1.2256800033544757e-05,1.6885538069173213e-05,5e-08,5e-08
533,0,0,2.659079896232274,3.667270849220446,gaussian,0.7211013544650527,0.2985987713625894,,,,,,,,,,,,,,6.074447645759616e-06,3.1003448697533916e-05,5e-08,5e-08,0.0020396265066666666,-68.34382217883984,-68.34382217883984,-6.197021776558236e-05,0.00011049780231634041,5e-08,5e-08
534,0,0,5.195176685154795,4.850812791905958,gaussian,0.837686514033824,0.2946439258107622,,,,,,,,,,,,,,-6.378217975023569e-07,8.764212873714605e-05,5e-08,5e-08,0.0020396265066666666,-76.68764435767969,-76.68764435767969,-7.466363829709663e-05,-4.084306587956481e-05,5e-08,5e-08
535,0,0,1.31979910328943,2.124889778504449,gaussian,0.7478781497023854,0.2886196600821589,,,,,,,,,,,,,,1.2748794203326419e-06,3.30949002077041e-05,5e-08,5e-08,0.0020396265066666666,-85.0314665365195,-85.0314665365195,-2.741078755495659e-05,-0.00010611411882024559,5e-08,5e-08
536,0,0,6.066904432219591,2.173721469029776,gaussian,0.7480694663562147,0.2613937179652784,,,,,,,,,,,,,,-6.798193368061235e-06,-6.324095725446897e-05,5e-08,5e-08,0.0022554929066666667,-34.90410239785797,-34.90410239785797,5.27757879461073e-05,3.559807769307892e-05,5e-08,5e-08
537,0,0,4.882581758182094,1.861634139745162,gaussian,0.722972144751071,0.2529737581157214,,,,,,,,,,,,,,-6.205390079877052e-06,-6.38267910721548e-05,5e-08,5e-08,0.0022554929066666667,-43.26940159857193,-43.26940159857193,2.209697751759702e-05,7.608565159607671e-05,5e-08,5e-08
538,0,0,1.76315440627298,0.5747987332344996,gaussian,0.8864139300285542,0.2214289019228904,,,,,,,,,,,,,,3.144013782758827e-06,-2.9034755239481638e-05,5e-08,5e-08,0.0022554929066666667,-51.63470079928595,-51.63470079928595,2.0487624699935707e-05,4.7830188868487454e-05,5e-08,5e-08
539,0,0,2.645020202319721,6.395140117335388,gaussian,0.7399612455317596,0.2934873737889137,,,,,,,,,,,,,,4.728971659672975e-06,1.638323366312104e-05,5e-08,5e-08,0.0022554929066666667,-59.999999999999915,-59.999999999999915,-2.1533276344945085e-05,4.39660650458613e-05,5e-08,5e-08
540,0,0,0.771547508391725,5.249912893456409,gaussian,0.8395388477004108,0.2288593426402152,,,,,,,,,,,,,,-2.8607340946976826e-06,7.771485388099974e-05,5e-08,5e-08,0.0022554929066666667,-68.36529920071393,-68.36529920071393,-4.726048459579763e-05,-4.648256452218146e-05,5e-08,5e-08
541,0,0,1.067511638132862,3.049928848984471,gaussian,0.7840868418800524,0.2952958354512702,,,,,,,,,,,,,,-1.12114033976411e-06,6.881316260939442e-05,5e-08,5e-08,0.0022554929066666667,-76.7305984014279,-76.7305984014279,-7.275647832770425e-05,3.600406537978363e-05,5e-08,5e-08
542,0,0,4.454999038476601,3.32796534299488,gaussian,0.69427005466443,0.299626450024868,,,,,,,,,,,,,,-6.033189909272729e-07,6.378689701996632e-05,5e-08,5e-08,0.0022554929066666667,-85.09589760214192,-85.09589760214192,-6.892762796562969e-05,5.488647985454373e-06,5e-08,5e-08
543,0,0,4.311244623951475,4.284406018613685,gaussian,0.7765267853691138,0.2560896473174331,,,,,,,,,,,,,,7.196212446870515e-06,6.010646456418642e-08,5e-08,5e-08,0.0024684620533333332,-34.85078602055154,-34.85078602055154,1.146411048299794e-05,-1.1422219888244123e-05,5e-08,5e-08
544,0,0,4.996551210200388,3.552323042412895,gaussian,0.8082969473297816,0.3177241762627426,,,,,,,,,,,,,,7.887717142395063e-07,-8.499679812500864e-05,5e-08,5e-08,0.0024684620533333332,-43.23385734703433,-43.23385734703433,2.1611177561049482e-05,0.00010738917521110921,5e-08,5e-08
545,0,0,2.976210729168154,0.6198626861797928,gaussian,0.7535846473697786,0.2999278775050963,,,,,,,,,,,,,,-1.2792575109086618e-06,-2.2428764343791086e-05,5e-08,5e-08,0.0024684620533333332,-51.61692867351715,-51.61692867351715,-1.2106192323628603e-05,8.231546015959169e-05,5e-08,5e-08
546,0,0,2.417858304849975,1.615176693253569,gaussian,0.7576983879907865,0.3087190737525168,,,,,,,,,,,,,,-9.311157705824453e-07,3.887211768554587e-05,5e-08,5e-08,0.0024684620533333332,-59.99999999999997,-59.99999999999997,-6.4383553636648125e-06,-2.1958896209598445e-05,5e-08,5e-08
547,0,0,1.444934365038743,1.105509676648538,gaussian,0.8190577182391174,0.3184967378587114,,,,,,,,,,,,,,5.513160443734397e-06,5.337758610441819e-05,5e-08,5e-08,0.0024684620533333332,-68.38307132648282,-68.38307132648282,-4.0617507260070626e-06,-8.310481778139659e-05,5e-08,5e-08
548,0,0,4.346887530015831,1.957327993822084,gaussian,0.9607213754317291,0.3097234363691821,,,,,,,,,,,,,,-5.013781882483246e-06,8.964386040039639e-05,5e-08,5e-08,0.0024684620533333332,-76.76614265296564,-76.76614265296564,-9.289566814965714e-05,3.5484359929346664e-05,5e-08,5e-08
549,0,0,2.396046949789245,3.637900956225677,gaussian,0.8611114283058756,0.2757490409419593,,,,,,,,,,,,,,1.882451941511742e-06,4.928834668333867e-05,5e-08,5e-08,0.0024684620533333332,-85.14921397944846,-85.14921397944846,-4.655159584982647e-05,-7.865796116306685e-05,5e-08,5e-08
550,0,0,4.84227841895405,2.119262574801328,gaussian,0.8632459573392731,0.3495596524773911,,,,,,,,,,,,,,-3.1441825669992837e-06,-3.495491097505373e-05,5e-08,5e-08,0.0022760520066666665,-34.28152423692808,-34.28152423692808,4.649570172802487e-05,1.0206351572843026e-05,5e-08,5e-08
551,0,0,2.857216139673192,2.284523213126975,gaussian,0.8397110625989004,0.2812542160073163,,,,,,,,,,,,,,2.593845913011584e-06,-4.040601940541623e-05,5e-08,5e-08,0.0022760520066666665,-41.62966016923434,-41.62966016923434,-4.392231387163118e-05,0.00010464873778702724,5e-08,5e-08
552,0,0,2.646328760907141,2.737095351704327,gaussian,0.7365396171330969,0.2977164752159306,,,,,,,,,,,,,,3.9699768074218965e-06,-6.47694094050989e-05,5e-08,5e-08,0.0022760520066666665,-48.97779610154058,-48.97779610154058,4.2092469844404413e-05,8.183640757740987e-05,5e-08,5e-08
553,0,0,2.419727274007057,2.108254067456417,gaussian,0.8190011657402514,0.2902101999353042,,,,,,,,,,,,,,3.178968108646204e-06,7.18162723457988e-06,5e-08,5e-08,0.0022760520066666665,-56.32593203384684,-56.32593203384684,5.0032756695641115e-05,-4.281671414383195e-05,5e-08,5e-08
554,0,0,4.034845224147052,0.4551969996647532,gaussian,0.584762188263179,0.344715625410273,,,,,,,,,,,,,,9.278901843845972e-07,-2.390115928970186e-06,5e-08,5e-08,0.0022760520066666665,-63.67406796615316,-63.67406796615316,1.705565550841352e-05,2.730332097975702e-05,5e-08,5e-08
555,0,0,1.158855120036317,2.950990834265899,gaussian,0.7151283275173643,0.3306581786856113,,,,,,,,,,,,,,1.6421235776522448e-06,8.920019517014552e-05,5e-08,5e-08,0.0022760520066666665,-71.02220389845934,-71.02220389845934,-7.307588960115449e-05,3.600389757834432e-07,5e-08,5e-08
556,0,0,0.716857558981101,2.69619672284073,gaussian,0.7339631181596633,0.3293276054907892,,,,,,,,,,,,,,9.57769947899318e-07,0.00013979940979502918,5e-08,5e-08,0.0022760520066666665,-78.3703398307656,-78.3703398307656,-0.00012553088352057801,-4.641381111028804e-05,5e-08,5e-08
557,0,0,4.550581680210644,4.006209730468429,gaussian,0.7535203107322486,0.3053958481047593,,,,,,,,,,,,,,-6.423201087397537e-06,3.618298843672351e-05,5e-08,5e-08,0.0022760520066666665,-85.71847576307187,-85.71847576307187,-4.542529436927878e-05,9.805947486557808e-05,5e-08,5e-08
558,0,0,5.219718850584186,3.958219947230396,gaussian,0.7528111793192271,0.2569145178433521,,,,,,,,,,,,,,4.992666790224496e-06,-5.318508364713291e-05,5e-08,5e-08,0.0024343357733333337,-34.242809181098224,-34.242809181098224,-1.378482372874605e-05,7.712646434640373e-05,5e-08,5e-08
559,0,0,5.529249379594748,2.808701717205112,gaussian,0.687295965297491,0.3265998160530965,,,,,,,,,,,,,,4.833856368495633e-06,-5.790145302741415e-05,5e-08,5e-08,0.0024343357733333337,-41.60200655792735,-41.60200655792735,1.872028221801256e-05,7.69174725430447e-05,5e-08,5e-08
560,0,0,5.362555495862576,4.927693873015759,gaussian,0.8518774707605138,0.2896396822219012,,,,,,,,,,,,,,-2.0938221999838397e-06,-7.445729411664897e-05,5e-08,5e-08,0.0024343357733333337,-48.961203934756355,-48.961203934756355,4.784678828972393e-05,9.399349844535666e-05,5e-08,5e-08
561,0,0,0.5811678851032832,2.158170002840456,gaussian,0.7622237204428715,0.2913527731288738,,,,,,,,,,,,,,4.78311497306821e-06,3.502732746573052e-05,5e-08,5e-08,0.0024343357733333337,-56.3204013115855,-56.3204013115855,-3.983757780542146e-05,4.673872735734656e-05,5e-08,5e-08
562,0,0,3.049338561751195,1.893492668302262,gaussian,0.7322011039050335,0.2741813048247139,,,,,,,,,,,,,,1.836222508864957e-06,-4.921876462099322e-05,5e-08,5e-08,0.0024343357733333337,-63.67959868841456,-63.67959868841456,3.582206251992594e-05,0.00010119244303629185,5e-08,5e-08
563,0,0,2.756797278666287,2.965935834091635,gaussian,0.7142483907268247,0.3028918681257259,,,,,,,,,,,,,,2.416280052924124e-06,7.3969588034931e-05,5e-08,5e-08,0.0024343357733333337,-71.03879606524367,-71.03879606524367,-6.608330285337218e-05,3.514511143222666e-05,5e-08,5e-08
564,0,0,4.220375153697565,3.02087944921143,gaussian,0.7588671314540418,0.32304240300964,,,,,,,,,,,,,,-5.5298584714735e-06,0.0001236336200535189,5e-08,5e-08,0.0024343357733333337,-78.39799344207276,-78.39799344207276,-0.00011445704785611555,-3.749395140485393e-06,5e-08,5e-08
565,0,0,5.732613230178455,2.705713603268607,gaussian,0.7534976101093608,0.2997280409096928,,,,,,,,,,,,,,-8.805520497361157e-06,6.250836854915938e-05,5e-08,5e-08,0.0024343357733333337,-85.75719081890182,-85.75719081890182,-6.369961130793429e-05,2.6864659960564187e-05,5e-08,5e-08
566,0,0,5.559455808164051,1.723764224727166,gaussian,0.7644203618247958,0.2841516667037866,,,,,,,,,,,,,,-6.102913750227567e-06,-7.928931830431102e-05,5e-08,5e-08,0.0025734775266666667,-34.20935308787722,-34.20935308787722,9.9205097874709e-05,3.315180529985851e-05,5e-08,5e-08
567,0,0,3.780957899593121,4.564178570557375,gaussian,0.6773890858130468,0.2772115762964472,,,,,,,,,,,,,,-1.342100829153172e-06,-7.992272576524689e-05,5e-08,5e-08,0.0025734775266666667,-41.578109348483736,-41.578109348483736,3.966441270523551e-05,8.795796248631078e-05,5e-08,5e-08
568,0,0,1.769939351946666,0.8994917143522884,gaussian,0.608985429906352,0.2782435274972255,,,,,,,,,,,,,,-1.8444756755125088e-06,-5.132138494721958e-05,5e-08,5e-08,0.0025734775266666667,-48.94686560909025,-48.94686560909025,7.14998862031864e-05,3.3130661190273305e-05,5e-08,5e-08
569,0,0,2.078024168515702,5.180461938772561,gaussian,0.6724479185435791,0.264024503565694,,,,,,,,,,,,,,5.195305690439065e-07,-3.384804591130596e-05,5e-08,5e-08,0.0025734775266666667,-56.31562186969677,-56.31562186969677,0.00012343513872647364,-7.119102029196313e-05,5e-08,5e-08
570,0,0,2.861477894126697,3.516098751026244,gaussian,0.6254806475368195,0.2567115247893176,,,,,,,,,,,,,,1.181610371571321e-06,-2.2846078090567014e-05,5e-08,5e-08,0.0025734775266666667,-63.68437813030326,-63.68437813030326,7.26325277874985e-05,-2.9508927459164708e-05,5e-08,5e-08
571,0,0,4.647780230804467,5.790906968274948,gaussian,0.6826789942238832,0.2991765704732242,,,,,,,,,,,,,,3.193540139847668e-06,6.0080284699285964e-05,5e-08,5e-08,0.0025734775266666667,-71.05313439090978,-71.05313439090978,-6.362747518377107e-05,7.345685579355585e-05,5e-08,5e-08
572,0,0,1.247727069814906,4.334863315581069,gaussian,0.6548087087699407,0.3173675426271187,,,,,,,,,,,,,,-2.323007316909086e-07,4.811164167700726e-05,5e-08,5e-08,0.0025734775266666667,-78.42189065151632,-78.42189065151632,-5.1140397421819386e-05,6.347818938555626e-05,5e-08,5e-08
573,0,0,2.417606603869006,3.415879958124485,gaussian,0.7359252897277149,0.2985884822609617,,,,,,,,,,,,,,1.0147408055970118e-05,2.291290875009429e-05,5e-08,5e-08,0.0025734775266666667,-85.79064691212278,-85.79064691212278,-1.8239614079057782e-05,-3.7109622707472656e-05,5e-08,5e-08
574,0,0,2.444874447796479,3.617073179840459,gaussian,0.7986238436729675,0.3517038452376421,,,,,,,,,,,,,,-8.450564487853944e-06,8.477461826718337e-06,5e-08,5e-08,0.002362368379259259,-33.7703137124783,-33.7703137124783,-1.562945886117383e-05,5.912501654118963e-06,5e-08,5e-08
575,0,0,2.191625471268996,2.609887286803485,gaussian,0.7914883696682871,0.3227330670388628,,,,,,,,,,,,,,-3.517214731778607e-06,-0.00012057486332890374,5e-08,5e-08,0.002362368379259259,-40.32773528435868,-40.32773528435868,5.6953821532615104e-05,0.00012301063495005182,5e-08,5e-08
576,0,0,4.151938215030434,4.0457034933923,gaussian,0.7252981615145081,0.3236494664605701,,,,,,,,,,,,,,-7.863833408644723e-06,-8.754802519417712e-05,5e-08,5e-08,0.002362368379259259,-46.88515685623918,-46.88515685623918,8.006904178532415e-05,7.103180149118388e-05,5e-08,5e-08
577,0,0,1.351877625801331,7.590945047071667,gaussian,0.7923276367524659,0.2712906530891812,,,,,,,,,,,,,,1.091049122702006e-06,-4.423562645114319e-05,5e-08,5e-08,0.002362368379259259,-53.44257842811959,-53.44257842811959,6.862217649892681e-05,2.8452258895379403e-05,5e-08,5e-08
578,0,0,3.414837353234396,3.296865604519869,gaussian,0.6454284890662647,0.2617242606010139,,,,,,,,,,,,,,-2.3479940401824646e-06,-3.628327803610032e-05,5e-08,5e-08,0.002362368379259259,-59.99999999999997,-59.99999999999997,4.4533703023326805e-05,5.550234769797314e-05,5e-08,5e-08
579,0,0,3.156253836553427,4.576878286778912,gaussian,0.8004942796348935,0.2366439041607888,,,,,,,,,,,,,,8.058667355061162e-07,5.213524467357699e-05,5e-08,5e-08,0.002362368379259259,-66.55742157188044,-66.55742157188044,-2.208707526792605e-05,-1.1817622404967242e-05,5e-08,5e-08
580,0,0,2.376306418276457,3.83548010438142,gaussian,0.7545997975553984,0.2686084251141651,,,,,,,,,,,,,,1.453591620303792e-06,0.0001008412418733788,5e-08,5e-08,0.002362368379259259,-73.11484314376088,-73.11484314376088,-7.20717223712103e-05,-4.566985608144795e-05,5e-08,5e-08
581,0,0,1.63667869996268,2.488218569632893,gaussian,0.8603653903834056,0.3079130935343642,,,,,,,,,,,,,,-3.914604637330677e-06,0.00012696424475431615,5e-08,5e-08,0.002362368379259259,-79.67226471564129,-79.67226471564129,-0.0001253994687096346,2.5454525206268013e-05,5e-08,5e-08
582,0,0,0.4771437549587623,3.78520343639488,gaussian,0.744932844714821,0.2588618992089349,,,,,,,,,,,,,,5.621931305701612e-06,5.199433834558786e-05,5e-08,5e-08,0.002362368379259259,-86.22968628752173,-86.22968628752173,-5.02328348164558e-05,1.0794312036583189e-05,5e-08,5e-08
583,0,0,4.502536207701469,3.631834672995577,gaussian,0.8942311897485941,0.2896459765475125,,,,,,,,,,,,,,4.90312156843322e-06,2.6713820334896817e-05,5e-08,5e-08,0.00245434197037037,-33.744197302837975,-33.744197302837975,5.3655453814968366e-05,-7.110166984673236e-05,5e-08,5e-08
584,0,0,4.301858355724142,1.919521012569019,gaussian,0.7339019358073946,0.3224811555572907,,,,,,,,,,,,,,-3.5857636532041127e-06,-0.00010740520838694836,5e-08,5e-08,0.00245434197037037,-40.30814797712844,-40.30814797712844,7.478486041052952e-05,7.885524783199892e-05,5e-08,5e-08
585,0,0,0.4885669086145909,4.92893015633521,gaussian,0.8259813595974752,0.3094501553865658,,,,,,,,,,,,,,3.850229845529169e-06,-7.654939148193358e-05,5e-08,5e-08,0.00245434197037037,-46.87209865141898,-46.87209865141898,0.00012019948018675942,3.1444092430867206e-07,5e-08,5e-08
586,0,0,6.018051812588483,0.8936958531867394,gaussian,0.722090972932789,0.3356376263086093,,,,,,,,,,,,,,-3.405878076460014e-06,-2.6678076088227344e-05,5e-08,5e-08,0.00245434197037037,-53.43604932570946,-53.43604932570946,3.2699468367634566e-05,4.144636920875196e-05,5e-08,5e-08
587,0,0,4.135452057333976,2.773869246711431,gaussian,0.799194979084784,0.2740291834760999,,,,,,,,,,,,,,2.735941532144694e-06,1.975402512007215e-05,5e-08,5e-08,0.00245434197037037,-59.999999999999915,-59.999999999999915,3.0055247377990457e-05,-3.33730964447235e-05,5e-08,5e-08
588,0,0,1.493839084892866,2.702813843659777,gaussian,0.8241062152383318,0.2671965955977246,,,,,,,,,,,,,,-5.440065756748978e-06,5.290315923726542e-05,5e-08,5e-08,0.00245434197037037,-66.56395067429048,-66.56395067429048,5.173205856734856e-06,-8.722377355563162e-05,5e-08,5e-08
589,0,0,7.167678092199636,1.361969974987474,gaussian,0.743373828154383,0.2174421258760809,,,,,,,,,,,,,,4.152150812649186e-06,0.0001616407894270426,5e-08,5e-08,0.00245434197037037,-73.12790134858096,-73.12790134858096,-0.00012419798597739385,-0.00011691987289658761,5e-08,5e-08
590,0,0,2.737084462313967,3.947537476987078,gaussian,0.6613944277870927,0.3174379844990007,,,,,,,,,,,,,,4.663209283707848e-07,6.170713729743531e-05,5e-08,5e-08,0.00245434197037037,-79.69185202287144,-79.69185202287144,-6.127911618091411e-05,-1.97120664137649e-05,5e-08,5e-08
591,0,0,3.872969140720722,2.208712744528536,gaussian,0.6844534587070232,0.2831850022650529,,,,,,,,,,,,,,1.136657805759705e-06,4.4045574403200496e-07,5e-08,5e-08,0.00245434197037037,-86.25580269716193,-86.25580269716193,-1.2532969184505127e-05,0.0001013659235475389,5e-08,5e-08
592,0,0,0.5688708629095753,5.328197838555645,gaussian,0.8938281380308067,0.2699304802437679,,,,,,,,,,,,,,1.9181601520711298e-07,3.1177397320510995e-05,5e-08,5e-08,0.002535881662222222,-33.72102804284276,-33.72102804284276,-9.639264625045431e-05,2.405404909452479e-05,5e-08,5e-08
593,0,0,4.003377556697515,6.074148752404456,gaussian,0.6079450148454736,0.3334790459361483,,,,,,,,,,,,,,-4.783183349018928e-06,-0.00010864806203387446,5e-08,5e-08,0.002535881662222222,-40.29077103213206,-40.29077103213206,0.00015997547099479153,1.3112361720281013e-05,5e-08,5e-08
594,0,0,2.2066673931957,2.802685113797382,gaussian,0.8737690721983683,0.3316295354941722,,,,,,,,,,,,,,-6.235711059164474e-06,-9.804592879924113e-05,5e-08,5e-08,0.002535881662222222,-46.860514021421324,-46.860514021421324,0.00010212526879870658,5.5999066480706706e-05,5e-08,5e-08
595,0,0,5.480619352957883,4.938393760896655,gaussian,0.8657652182843872,0.3485596680012411,,,,,,,,,,,,,,2.04814972607454e-06,-0.00012017001350747258,5e-08,5e-08,0.002535881662222222,-53.430257010710676,-53.430257010710676,0.0001217790299466681,7.949518426454116e-05,5e-08,5e-08
596,0,0,4.323722997641169,4.27532460219965,gaussian,0.8401648734097547,0.2104488122855758,,,,,,,,,,,,,,4.792062873760485e-06,3.932246013021458e-05,5e-08,5e-08,0.002535881662222222,-59.99999999999997,-59.99999999999997,-7.305822732230457e-05,0.00010497784855864652,5e-08,5e-08
597,0,0,5.460594703629321,3.419785554388019,gaussian,0.713561028490172,0.3257871372356801,,,,,,,,,,,,,,-1.472354249102072e-06,9.277417357295538e-05,5e-08,5e-08,0.002535881662222222,-66.56974298928932,-66.56974298928932,-5.232061492000123e-05,-5.25580354225808e-05,5e-08,5e-08
598,0,0,4.827599885054284,3.664313476194687,gaussian,0.8828142819272885,0.3066208313320047,,,,,,,,,,,,,,-1.140215546775973e-05,9.971083836012597e-05,5e-08,5e-08,0.002535881662222222,-73.13948597857859,-73.13948597857859,-9.62242590521149e-05,1.7341184575674056e-05,5e-08,5e-08
599,0,0,1.568134336651187,4.315131216957846,gaussian,0.7378938352665463,0.2793330505090208,,,,,,,,,,,,,,1.015471431967e-06,6.55858247859223e-05,5e-08,5e-08,0.002535881662222222,-79.70922896786794,-79.70922896786794,-7.810882303695946e-05,7.571228117892836e-05,5e-08,5e-08
600,0,0,0.03469616188023431,6.25663988238759,gaussian,0.6511316253558354,0.2991204314930302,,,,,,,,,,,,,,-4.20709199474706e-06,3.21090153638117e-05,5e-08,5e-08,0.002535881662222222,-86.27897195715724,-86.27897195715724,-3.655932902198211e-05,-7.99777664725422e-06,5e-08,5e-08
